0	19.339907347368424	
0	5.897556923330145	
0	0.427041644075978	
53	19.975888920369844	
53	45.739614143672064	
61	11.040096626893082	
61	60.378536133847888	
25	45.958503201756606	
25	8.561503650280969	
180	10.659647385917079	
180	-9.901893652900652	
183	11.836964106018723	
183	-13.156877067745087	
168	33.813036135987943	
168	10.355000164216525	
167	37.447748723260780	
167	1.345633222709638	
67	10.600318373692511	
67	20.013765369067890	
372	41.172748940378511	
372	13.902119888503446	
52	18.016582985138143	
52	35.762094106212146	
296	12.931430472979235	
296	35.762594984572381	
23	38.370196076074748	
23	22.495993039804322	
195	10.022901319671789	
195	39.821253498071343	
6	67.107742400759548	
6	21.153822869309387	
18	50.263459432741705	
18	35.642305733411689	
21	50.791770369379094	
21	16.985443764967155	
19	52.517780146216275	
19	27.224782649688489	
39	29.460713606457499	
39	25.829898287194929	
41	46.486940617218757	
41	-7.371815990635208	
9	41.687770633758618	
9	44.427157982260674	
22	52.153023550240178	
22	10.612191822735284	
35	36.191658258398164	
35	17.903117226375485	
28	39.265608198052945	
28	7.909808340731312	
47	29.363505183349496	
47	14.870856600359289	
174	6.546301131687107	
174	4.504940355613079	
50	24.011651279362965	
50	12.677397166241017	
177	17.407418854751256	
177	0.489210309987012	
45	23.464682283742636	
45	2.374072662449045	
58	19.270114578544337	
58	10.588871016448023	
181	15.466888422859965	
181	7.191981110988396	
